generic_name,status,pmid,label,year,first_author,title,pub_types,reason,url
midazolam,included,33140403,Spencer2020,2020,Spencer,"Safety and efficacy of midazolam nasal spray for the treatment of intermittent bouts of increased seizure activity in the epilepsy monitoring unit: A double-blind, randomized, placebo-controlled trial.","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/33140403/
midazolam,included,31140596,Detyniecki2019,2019,Detyniecki,"Safety and efficacy of midazolam nasal spray in the outpatient treatment of patients with seizure clusters-a randomized, double-blind, placebo-controlled trial.","Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/31140596/
midazolam,rejected,40186980,,2025,Othman,Combined Ketamine and Midazolam Versus Midazolam Alone for Initial Treatment of Pediatric Generalized Convulsive Status Epilepticus (Ket-Mid Study): A Randomized Controlled Trial.,Journal Article; Randomized Controlled Trial,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/40186980/
midazolam,rejected,37211889,,2023,Elshater,Levetiracetam and Midazolam vs Midazolam Alone for First-Line Treatment of Children With Generalized Convulsive Status Epilepticus (Lev-Mid Study): A Randomized Controlled Trial.,Randomized Controlled Trial; Journal Article,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/37211889/
midazolam,rejected,31994022,,2020,Richard,"Multiple-Ascending Dose Study in Healthy Subjects to Assess the Pharmacokinetics, Tolerability, and CYP3A4 Interaction Potential of the T-Type Calcium Channel Blocker ACT-709478, A Potential New Antiepileptic Drug.","Clinical Trial, Phase I; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/31994022/
midazolam,rejected,26554812,,2015,Kellinghaus,Making SENSE--Sustained Effort Network for treatment of Status Epilepticus as a multicenter prospective registry.,"Journal Article; Multicenter Study; Observational Study; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/26554812/
midazolam,rejected,25040756,,2014,Olischar,The addition of tramadol to the standard of i.v. acetaminophen and morphine infusion for postoperative analgesia in neonates offers no clinical benefit: a randomized placebo-controlled trial.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/25040756/
midazolam,rejected,23806032,,2013,Ohlraun,"CARbon DIoxide for the treatment of Febrile seizures: rationale, feasibility, and design of the CARDIF-study.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/23806032/
midazolam,rejected,18166545,,2008,Mpimbaza,Comparison of buccal midazolam with rectal diazepam in the treatment of prolonged seizures in Ugandan children: a randomized clinical trial.,"Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/18166545/
midazolam,rejected,11568372,,2001,Arya,Midazolam sedation in mechanically ventilated newborns: a double blind randomized placebo controlled trial.,"Clinical Trial; Evaluation Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/11568372/
midazolam,rejected,9578047,,1998,Scott,Buccal absorption of midazolam: pharmacokinetics and EEG pharmacodynamics.,Clinical Trial; Controlled Clinical Trial; Journal Article,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/9578047/
oxcarbazepine,included,24359313,French2013,2013,French,Efficacy and safety of extended-release oxcarbazepine (Oxtellar XR™) as adjunctive therapy in patients with refractory partial-onset seizures: a randomized controlled trial.,"Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/24359313/
oxcarbazepine,included,11114219,Barcs2000,2000,Barcs,"Oxcarbazepine placebo-controlled, dose-ranging trial in refractory partial epilepsy.","Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/11114219/
oxcarbazepine,included,10599817,Cramer1999,1999,Cramer,Oxcarbazepine in a monotherapy trial for partial seizures--placebo-controlled studies in neurology: where do they stop?,Clinical Trial; Letter; Randomized Controlled Trial; Comment,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/10599817/
oxcarbazepine,included,10599816,Schachter1999b,1999,Schachter,Oxcarbazepine in a monotherapy trial for partial seizures--placebo-controlled studies in neurology: where do they stop?,Clinical Trial; Letter; Randomized Controlled Trial; Comment,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/10599816/
oxcarbazepine,included,10078718,Schachter1999,1999,Schachter,"Oxcarbazepine: double-blind, randomized, placebo-control, monotherapy trial for partial seizures.","Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/10078718/
oxcarbazepine,rejected,41693686,,2026,Rashdan,Probiotic Supplementation as an Adjuvant Therapy in Pediatric Drug-Resistant Epilepsy: A Double-Blind Placebo-Controlled Trial.,Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/41693686/
oxcarbazepine,rejected,41428177,,2025,Yu,Efficacy and Safety of Adjunctive Cenobamate in Chinese Participants with Focal Seizure.,Journal Article; Randomized Controlled Trial; Multicenter Study,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/41428177/
oxcarbazepine,rejected,38356105,,2024,Moseley,"Efficacy and Tolerability of Adjunctive Brivaracetam in Patients with Focal-Onset Seizures on Specific Concomitant Antiseizure Medications: Pooled Analysis of Double-Blind, Placebo-Controlled Trials.","Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/38356105/
oxcarbazepine,rejected,35727711,,2022,Hwang,"The pharmacokinetic, safety, and tolerability profiles of eslicarbazepine acetate are comparable between Korean and White subjects.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/35727711/
oxcarbazepine,rejected,35582748,,2022,Ryvlin,Tolerability and efficacy of adjunctive brivaracetam in adults with focal seizures by concomitant antiseizure medication use: Pooled results from three phase 3 trials.,"Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/35582748/
oxcarbazepine,rejected,31675621,,2019,Moseley,Pharmacokinetic interaction of brivaracetam on other antiepileptic drugs in adults with focal seizures: Pooled analysis of data from randomized clinical trials.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/31675621/
oxcarbazepine,rejected,29171002,,2017,Takenaka,Pharmacokinetic/pharmacodynamic analysis of adjunctive perampanel in subjects with partial-onset seizures.,"Clinical Trial, Phase II; Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/29171002/
oxcarbazepine,rejected,27595590,,2016,Villanueva,"Pharmacokinetics, exposure-cognition, and exposure-efficacy relationships of perampanel in adolescents with inadequately controlled partial-onset seizures.","Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/27595590/
oxcarbazepine,rejected,26724782,,2016,Meador,Cognitive effects of adjunctive perampanel for partial-onset seizures: A randomized trial.,"Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/26724782/
oxcarbazepine,rejected,26248506,,2015,Chung,Long-term efficacy and safety of adjunctive extended-release oxcarbazepine (Oxtellar XR ® ) in adults with partial-onset seizures.,Journal Article,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/26248506/
oxcarbazepine,rejected,23772853,,2013,Gidal,Concentration-effect relationships with perampanel in patients with pharmacoresistant partial-onset seizures.,"Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/23772853/
oxcarbazepine,rejected,17521343,,2007,Gazzola,Seizure-free outcome in randomized add-on trials of the new antiepileptic drugs.,Comparative Study; Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/17521343/
oxcarbazepine,rejected,17582922,,2007,PMID,Zonisamide: new drug. No advantage in refractory partial epilepsy.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/17582922/
oxcarbazepine,rejected,16816222,,2006,Wagner,"A double-blind, randomized, placebo-controlled trial of oxcarbazepine in the treatment of bipolar disorder in children and adolescents.","Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/16816222/
oxcarbazepine,rejected,16052246,,2005,Theis,Lack of pharmacokinetic interaction between oxcarbazepine and lamotrigine.,Journal Article; Randomized Controlled Trial,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/16052246/
oxcarbazepine,rejected,11987312,,2002,PMID,Gabapentin: new indication. Little impact on partial epilepsy in children between 3 and 12.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/11987312/
oxcarbazepine,rejected,10881246,,2000,Glauser,Adjunctive therapy with oxcarbazepine in children with partial seizures. The Oxcarbazepine Pediatric Study Group.,"Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/10881246/
oxcarbazepine,rejected,7801739,,1994,Pisani,Effects of the antidepressant drug viloxazine on oxcarbazepine and its hydroxylated metabolites in patients with epilepsy.,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/7801739/
oxcarbazepine,rejected,8148215,,1994,McKee,"A double-blind, placebo-controlled interaction study between oxcarbazepine and carbamazepine, sodium valproate and phenytoin in epileptic patients.","Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/8148215/
perampanel,included,39576191,Vossler2024,2024,Vossler,Efficacy and safety of perampanel in patients with seizures associated with Lennox-Gastaut syndrome: A randomized trial.,"Journal Article; Randomized Controlled Trial; Clinical Trial, Phase III; Multicenter Study",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/39576191/
perampanel,included,29250772,Nishida2017,2017,Nishida,"Adjunctive perampanel in partial-onset seizures: Asia-Pacific, randomized phase III study.","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/29250772/
perampanel,included,27221398,Lagae2016,2016,Lagae,"Adjunctive perampanel in adolescents with inadequately controlled partial-onset seizures: A randomized study evaluating behavior, efficacy, and safety.","Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/27221398/
perampanel,included,26296511,French2015,2015,French,Perampanel for tonic-clonic seizures in idiopathic generalized epilepsy A randomized trial.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/26296511/
perampanel,included,25345628,Belousova2014,2014,Belousova,"[Perampanel in treatment of refractory partial epilepsy in adolescents and adults: results of international multicenter randomized, double-blind, placebo-controlled phase III studies].","Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/25345628/
